Collection;Source;Description-projet;tilte;Linked in item;Publisher;Creator;Contributor;Format;Type;Langage;Description0;Date;Coverage;Coverage2;Subject;Description;Description3;Œuvres citées - références;Lieux cités;Description6;Rights;License
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;09 septembre 1965;ARL93;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1965-09-09;France | Jordanie;1948-1983;Voyage;;Personnes citées : Arland, Janine | Astier, Christine;;Liban | Damas (Syrie) | Jérusalem (Jordanie);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;17 septembre 1965;ARL94;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1965-09-17;France | Inde;1948-1983;Voyage;;Personnes citées : Paz, Octavio (1914-1998);;Dehli (Inde) | 5 rue Sébastien Bottin - Paris (France) VIIe;N.R.F. (1919-) | Editions Gallimard;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;22 septembre 1965;ARL95;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1965-09-22;France;1948-1983;Carrière universitaire | Chronique sociologique;;Personnes citées : Arland, Janine | Astier, Christine;Kostas Axelos, Vers la pensée planétaire, Les Éditions de Minuit, 1964;Hotel de la Paix - 225 bd Raspail - Paris (France) XIVe | Tours | Neuilly;N.R.F. (1919-) | Université d'Orléans-Tours;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;12 octobre 1965;ARL96;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1965-10-12;France | Tunisie;1948-1983;Chronique sociologique;;Personnes citées : Dupré, Guy (1925-2018) | Arland, Janine |  Astier, Christine;Georges Condominas, L'exotique est quotidien, Terre Humaine, Plon, 1965 | Georges Condominas, Nous avons mangé la forêt de la Pierre-Génie Gôo (Hii Saa Brii Mau-Yaang Gôo) : Chronique de Sar Luk village Mnong Gar, Mercure de France, 1957 | Lévi-Strauss, Claude, Tristes tropiques, Terre Humaine, Plon, 1955;Tunis (Tunisie) | Tours;N.R.F. (1919-) | Plon;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;07 novembre 1965;ARL97;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1965-11-07;France | Tunisie;1948-1983;Création littéraire | Chronique sociologique;;;Henri Guillemin, L'homme des 'Mémoires d'outre-tombe' - avec des fragments inédits des 'Mémoires', Gallimard, 1965 | Francis Ponge, Pour un Malherbe, Tome premier, Gallimard, 1965 | Heimito von Doderer, Les démons, Gallimard, 1965 | Lieou Ngo, L'odyssée de Lao Ts'an, Gallimard, 1964 | Henri Lefebvre, La proclamation de la Commune : 26 mars 1871, Gallimard, 1965;;;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;1966;ARL98;Projet ESR - ESNA;Jean Duvignaud (1921-2007);Georges;Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1905-05-19;France | Tunisie;1948-1983;Voyage;;;;Sidi Bou Said (Tunisie) | 5 rue Sébastien Bottin - Paris (France) VIIe;;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;02 septembre 1966;ARL99;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 4 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1966-09-02;France;1948-1983;Création littéraire | Personnel | Chronique littéraire | Critique dramatique;;Personnes citées : Arland, Janine | Astier, Christine | Abirached, Robert (1930-1921);Jean Genet, Lettres à Roger Blin, Gallimard, 1966 | Truman Capote, De sang froid, Gallimard, 1965 | Marat - Sade de Peter Weiss au Théâtre Sarah-Bernhardt, 1966;Paris (France) (France) | 36 rue de Lille - Paris (France) VIIe (France) | Sidi Bou Said (Tunisie) | Il de Ré (France) | La Rochelle (France) (France) | Taormine (Italie) | Baalbek (Liban);N.R.F. (1919-) | Festival International de Baalbek;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;07 septembre 1966;ARL100;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 4 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1966-09-07;France;1948-1983;Edition | Création littéraire | Chronique sociologique | Critique dramatique | Critique littéraire;La radio a annoncé la mort de Gaston Gallimard. Or c'est son frère Raymond qui est décédé le 04 septembre 1966. Jean Duvignaud travaille à son nouveau roman dont il dit qu'il 'y aura des pages 'où l'on ne saura plus s'il s'agit d'un roman ou d'un essai. Donc encore quelque chose d'incasable [...]'.;Personnes citées : Gallimard, Raymond (1883-1966) | Gallimard, Gaston (1881-1975) | Brunschwig, Jacques (1929-2010) | Benda, Julien (1867-1956) | Proust, Marcel (1871-1922) | Bergson, Henri (1859-1941) | Arland, Janine;Jean Genet, Lettres à Roger Blin, Gallimard, 1966 | Truman Capote, De sang froid, Gallimard, 1965 | Leiris, Michel, La règle du jeu III : Fibrilles, Gallimard, 1966 | Michel Foucault, Les Mots et les Choses. Une archéologie des sciences humaines, Gallimard, 1966;;Editions Gallimard;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;05 février 1967;ARL101;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1967-02-05;France | Pays Bas;1948-1983;Personnel;;Personnes citées : Arland, Janine;;5 rue Sébastien Bottin - Paris (France) VIIe (France);N.R.F. (1919-);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;14 septembre 1967;ARL102;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1967-09-14;France;1948-1983;Personnel | Création littéraire | Critique dramatique;;Personnes citées : Arland, Janine;Fernand Crommelynck, Théâtre, Vol. 1, Gallimard, 1969;Ile de Ré (France) | Paris (France) (France) | 36 rue de Lille - Paris (France) VIIe (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;Septembre 1967;ARL103;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1967;France;1948-1983;Personnel;On apprend que Arland, Marcel candidate à l'Académie Goncourt. Jean Duvignaud l'informe que la place libérée par feu G. Bauër est disponible. | Notes : Liste de dates (jours) manuscrites au feutre rouge au dos de l'enveloppe.;Personnes citées : Bauër, Gérard (1888-1967) | Arland, Janine;;Rue des Egaux - Les Portes en Ré - Ile de Ré (France) | 36 rue de Lille - Paris (France) VIIe (France) | Venise (Italie);Académie Goncourt;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;19 décembre 1967;ARL104;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 6 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1967-12-19;France;1948-1983;Personnel | N.R.F. (1919-);Jean Duvignaud réagit (mal) à un retour critique de Arland, Marcel sur un article qu'il a proposé à la N.R.F.;Personnes citées : Jouhandeau, Marcel (1888-1979) | Malraux, André (1901-1976) | Camus, Albert (1913-1960) | Lévi-Strauss, Claude (1908-2009) | Lacan, Jacques (1901-1981) | Foucault, Michel (1926-1984) | Butor, Michel (1926-2016);;;;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;06 mars 1968;ARL105;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1968-03-06;France | Maroc;1948-1983;Personnel;;;;5 rue Sébastien Bottin - Paris (France) VIIe (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;10 aout 1968;ARL106;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier à en-tête | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1968-08-10;France | Brésil;1948-1983;Voyage | Chronique littéraire;;Personnes citées : Arland, Janine;Paul Nizan, La conspiration, Livre de poche, Hachette, 1968 (1ere édition : Gallimard 1938);Fortaleza (Brésil) | Rio de Janeiro (Brésil) | Bahia (Brésil) | Ile de Ré (France) | Bretagne (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;26 aout 1968;ARL107;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1968-08-26;France | Tunisie;1948-1983;Personnel | Création littéraire | Critique dramatique;;Personnes citées : Fabre-Luce, Anne;;5 rue Sébastien Bottin - Paris (France) VIIe (France) | Hammamet (Tunisie) | La Rochelle (France) (France) | Ile de Ré (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;27 février 1969;ARL108;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1969-02-27;France | Italie;1948-1983;Personnel;;Personnes citées : Fabre-Luce, Anne | Arland, Janine;;Florence (Italie);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;19 mars 1970;ARL109;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1970-03-19;France | Niger;1948-1983;Personnel;;Personnes citées : Arland, Janine;;Niamey (Niger) | 5 rue Sébastion Bottin - Paris (France) VIIe (France);Editions Gallimard;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;20 octobre 1970;ARL110;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Fiche cartonnée | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1970-10-20;France;1948-1983;Création littéraire;;Personnes citées : Arland, Janine;Jean Duvignaud, L'Empire du milieu, Gallimard, 1971;5 rue Sébastien Bottin - Paris (France) VIIe (France) | Mexique;Editions Gallimard;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;28 octobre 1970;ARL111;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1970-10-28;France | Mexique;1948-1983;Voyage | Personnel;;;;5 rue Sébastien Bottin - Paris (France) VIIe (France) | Maroc;Editions Editions Gallimard;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;10 avril 1973;ARL112;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Fiche cartonnée | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1973-04-10;France;1948-1983;Personnel;;Personnes citées : Grosjean, Jean (1912-2006);;5 rue Sébastien Bottin - Paris (France) VIIe (France) | Mexico (Mexique);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;12 mai 1973;ARL113;Projet ESR - ESNA;Jean Duvignaud (1921-2007);Françoise Hascoët-Duvignaud;Support : Fiche cartonnée | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1973-05-12;France;1948-1983;Personnel;Faire part de mariage : Françoise Hascoët et Jean Duvignaud;;;9 rue Saint Romain - Paris (France) VIe (France) | La Rochelle (France) (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;04 aout 1973;ARL114;Projet ESR - ESNA;Jean Duvignaud (1921-2007);Françoise Hascoët-Duvignaud;Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1973-08-04;France | Brésil;1948-1983;Voyage | Personnel;;;;Fortaleza (Brésil);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;14 février 1975;ARL115;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Fiche cartonnée | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1975-02-14;France;1948-1983;Chronique littéraire | Personnel;;Personnes citées : Barthes, Roland (1915-1980);Roland Barthes, Roland Barthes par Roland Barthes, Éditions du Seuil, 1975;La Rochelle (France) (France) | 5 rue Sébastien Bottin - Paris (France) VIIe (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;03 avril 1975 (Carte postale);ARL116;Projet ESR - ESNA;Jean Duvignaud (1921-2007);Françoise Hascoët-Duvignaud;Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1975-04-03;France;1948-1983;Personnel;;;;9 rue Saint Romain - Paris (France) VIe (France) | La Rochelle (France) (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;03 avril 1975 (Lettre);ARL117;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1975-04-03;France;1948-1983;Personnel;;;;;;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;16 juillet 1975;ARL118;Projet ESR - ESNA;Jean Duvignaud (1921-2007);Françoise Hascoët-Duvignaud;Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1975-07-16;France;1948-1983;Personnel;;;;2 rue du pressoir - Brinville (France) | La Rochelle (France) (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;30 juin 1975;ARL119;Projet ESR - ESNA;Jean Duvignaud (1921-2007);Françoise Hascoët-Duvignaud;Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1975-06-30;France;1948-1983;Personnel;;;;2 rue du pressoir - Brinville (France) | La Rochelle (France) (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;06 octobre 1975;ARL120;Projet ESR - ESNA;Jean Duvignaud (1921-2007);Françoise Hascoët-Duvignaud;Support : Papier avec filigrane | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1975-10-06;France;1948-1983;Personnel;;Personnes citées : Morazé, Charles (1913-2003);;Bourbonne-les-Bains (France) | 83 avenue d'Italie - Paris (France) (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;14 octobre 1975;ARL121;Projet ESR - ESNA;Jean Duvignaud (1921-2007);Françoise Hascoët-Duvignaud;Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1975-10-14;France;1948-1983;Personnel;;;Denis Diderot, Les Deux Amis de Bourbonne, 1770,;Bourbonne-les-Bains (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;15 décembre 1975;ARL122;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Fiche cartonnée | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1975-12-15;France;1948-1983;Chronique sociologique;;;;5 rue Sébastien Bottin - Paris (France) VIIe (France) | Brinville (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;13 juillet 1976;ARL123;Projet ESR - ESNA;Jean Duvignaud (1921-2007);Françoise Hascoët-Duvignaud;Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1976-07-13;France;1948-1983;Personnel;;Personnes citées : Duvignaud, Mathieu;;9 rue Saint Romain - Paris (France) VIe (France) | La Rochelle (France) (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;27 aout 1976;ARL124;Projet ESR - ESNA;Jean Duvignaud (1921-2007);"Françoise Hascoët-Duvignaud ; Duvignaud, Mathieu";Support : Fiche cartonnée | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1976-08-27;France;1948-1983;Personnel;;Personnes citées : Duvignaud, Mathieu;;9 rue Saint Romain - Paris (France) VIe (France) | La Rochelle (France) (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;29 décembre 1976;ARL125;Projet ESR - ESNA;Jean Duvignaud (1921-2007);"Françoise Hascoët-Duvignaud ; Duvignaud, Mathieu";Support : Fiche cartonnée | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1976-12-29;France;1948-1983;Personnel | Chronique sociologique;;Personnes citées : Arland, Janine;;9 rue Saint Romain - Paris (France) VIe (France) | La Rochelle (France) (France) | Rue Vavin - Paris (France) VIe (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;14 mars 1977;ARL126;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 3 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1977-03-14;France;1948-1983;Critique littéraire | Chronique littéraire;;;Arland, Marcel, Avons-nous vécu ? Mémoires, Gallimard, 1977;5 rue Sébastien Bottin - Paris (France) VIIe (France) | 10 rue Vavin - Paris (France) VIe (France) | Agra (Inde);N.R.F. (1919-) | Editions Editions Gallimard;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;29 juillet 1977;ARL127;Projet ESR - ESNA;Jean Duvignaud (1921-2007);Françoise Hascoët-Duvignaud;Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1977-07-29;France | Tunisie;1948-1983;Personnel;;;;9 rue Saint Romain - Paris (France) VIe (France) | Tunis (Tunisie);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
